perfil;red_social;tweets_post_totales;tweets_post_diarios;seguidores_fans_totales;seguidores_fans_diarios;fecha
Deporte en Castilla y León;1;686;1;1866;5;5/01/2024
Patrimonio Castilla y León;1;508;0;1440;1;5/01/2024
CREFES Formación y Estudios Sociales;1;45;0;3563;0;6/01/2024
ECLAP Escuela de Administración Pública;1;436;1;4062;0;6/01/2024
Marca Territorio;1;303;1;4095;1;6/01/2024
Patrimonio Natural;1;366;1;9584;1;6/01/2024
Castilla y León Digital;1;1996;0;3408;0;6/01/2024
Patrimonio Castilla y León;1;508;0;1440;0;6/01/2024
Empresas JCYL - ICE;1;0;0;908;0;6/01/2024
Salud+JCYL;1;888;2;50283;3;7/01/2024
Comunicación Junta de Castilla y León;1;1264;4;37955;12;7/01/2024
Centro de Emergencias Castilla y León 112;1;1938;4;0;0;7/01/2024
Turismo Castilla y León es Vida;1;962;2;0;0;7/01/2024
Tierra de Sabor;1;4156;2;64615;-2;7/01/2024
Patrimonio Natural;1;367;1;9584;0;7/01/2024
Castilla y León Digital;1;2006;10;0;0;7/01/2024
ITACYL Instituto Técnico Agrario;1;1398;1;2852;3;7/01/2024
Salud+JCYL;1;892;4;50285;2;8/01/2024
Tierra de Sabor;1;4161;5;64617;2;8/01/2024
CREFES Formación y Estudios Sociales;1;45;0;3563;0;8/01/2024
ECLAP Escuela de Administración Pública;1;439;1;4065;2;8/01/2024
Marca Territorio;1;305;1;4095;0;8/01/2024
Patrimonio Natural;1;368;1;9585;1;8/01/2024
Castilla y León Digital;1;2009;3;3410;0;8/01/2024
Castilla y León Exterior;1;64;0;1021;0;8/01/2024
Empleo en Castilla y León;1;3378;14;14284;9;8/01/2024
Patrimonio Castilla y León;1;508;0;1425;0;8/01/2024
Empresas JCYL - ICE;1;0;0;908;0;8/01/2024
Salud+JCYL;1;895;3;50286;1;9/01/2024
Museos de Castilla y León;1;848;2;9119;9;9/01/2024
Comunicación Junta de Castilla y León;1;1265;1;37978;11;9/01/2024
Turismo Castilla y León es Vida;1;968;4;94505;10;9/01/2024
Tierra de Sabor;1;4163;2;64618;1;9/01/2024
CREFES Formación y Estudios Sociales;1;45;0;3563;0;9/01/2024
ECLAP Escuela de Administración Pública;1;440;1;4070;5;9/01/2024
Marca Territorio;1;306;1;4096;1;9/01/2024
Patrimonio Natural;1;369;1;9585;0;9/01/2024
Castilla y León Digital;1;2012;3;3411;1;9/01/2024
FUESCYL Fundación Universidades;1;377;0;3666;1;9/01/2024
Castilla y León Exterior;1;64;0;1021;0;9/01/2024
Familia;1;446;1;2113;2;9/01/2024
Salud+JCYL;1;899;4;50291;5;10/01/2024
Instituto de la Juventud de Castilla y León;1;1856;5;17988;7;10/01/2024
Comunicación Junta de Castilla y León;1;1270;5;37997;19;10/01/2024
Centro de Emergencias Castilla y León 112;1;1952;3;22658;7;10/01/2024
Turismo Castilla y León es Vida;1;971;3;94513;8;10/01/2024
Castilla y León Digital;1;2015;3;3416;5;10/01/2024
FUESCYL Fundación Universidades;1;378;1;3666;0;10/01/2024
Castilla y León Exterior;1;64;0;1021;0;10/01/2024
Empleo en Castilla y León;1;3404;13;14296;7;10/01/2024
Instituto de la Juventud de Castilla y León;1;1861;5;17999;11;11/01/2024
Museos de Castilla y León;1;852;2;9122;0;11/01/2024
Archivos de Castilla y León;1;753;2;6928;2;11/01/2024
CREFES Formación y Estudios Sociales;1;45;0;3564;1;11/01/2024
Patrimonio Natural;1;371;1;9992;260;11/01/2024
Castilla y León Exterior;1;64;0;1021;0;11/01/2024
Empleo en Castilla y León;1;3417;13;14302;6;11/01/2024
Familia;1;449;1;2116;3;11/01/2024
Empresas JCYL - ICE;1;0;0;915;3;11/01/2024
Centro de Emergencias Castilla y León 112;1;1959;3;22668;3;12/01/2024
Turismo Castilla y León es Vida;1;979;4;94530;8;12/01/2024
Tierra de Sabor;1;4170;2;64634;2;12/01/2024
CREFES Formación y Estudios Sociales;1;45;0;3564;0;12/01/2024
Familia;1;449;0;2116;0;12/01/2024
Deporte en Castilla y León;1;692;1;1955;10;12/01/2024
Turismo Castilla y León es Vida;1;984;5;94542;12;13/01/2024
Tierra de Sabor;1;4171;1;64639;5;13/01/2024
Archivos de Castilla y León;1;757;2;6931;1;13/01/2024
Patrimonio Natural;1;373;1;10333;199;13/01/2024
FUESCYL Fundación Universidades;1;380;0;3666;0;13/01/2024
Castilla y León Exterior;1;64;0;1021;0;13/01/2024
Empresas JCYL - ICE;1;0;0;915;0;13/01/2024
Instituto de la Juventud de Castilla y León;1;1870;2;18007;5;14/01/2024
CREFES Formación y Estudios Sociales;1;45;0;3564;0;14/01/2024
Marca Territorio;1;315;1;4098;0;14/01/2024
Patrimonio Natural;1;374;1;10553;220;14/01/2024
Castilla y León Digital;1;2029;3;3442;4;14/01/2024
Castilla y León Exterior;1;64;0;1021;0;14/01/2024
ITACYL Instituto Técnico Agrario;1;1409;1;2863;0;14/01/2024
Patrimonio Castilla y León;1;508;0;1426;0;14/01/2024
Salud+JCYL;1;912;3;50346;12;15/01/2024
Instituto de la Juventud de Castilla y León;1;1875;5;18009;2;15/01/2024
Museos de Castilla y León;1;860;2;9127;1;15/01/2024
Archivos de Castilla y León;1;761;2;6933;1;15/01/2024
FUESCYL Fundación Universidades;1;381;1;3666;0;15/01/2024
Castilla y León Exterior;1;65;1;1022;1;15/01/2024
Empleo en Castilla y León;1;3460;22;14306;3;15/01/2024
Patrimonio Castilla y León;1;508;0;1426;0;15/01/2024
Centro de Emergencias Castilla y León 112;1;1984;14;22729;18;16/01/2024
Archivos de Castilla y León;1;763;2;6935;2;16/01/2024
ECLAP Escuela de Administración Pública;1;450;1;4079;0;16/01/2024
Patrimonio Natural;1;375;1;10881;149;16/01/2024
ITACYL Instituto Técnico Agrario;1;1411;1;2863;1;16/01/2024
Comunicación Junta de Castilla y León;1;1291;2;38104;14;17/01/2024
CREFES Formación y Estudios Sociales;1;45;0;3564;0;17/01/2024
ECLAP Escuela de Administración Pública;1;451;1;4080;1;17/01/2024
Patrimonio Natural;1;375;0;10985;104;17/01/2024
ITACYL Instituto Técnico Agrario;1;1412;1;2863;0;17/01/2024
Empresas JCYL - ICE;1;0;0;916;1;17/01/2024
CREFES Formación y Estudios Sociales;1;45;0;3564;0;18/01/2024
Castilla y León Digital;1;2042;4;3450;-1;18/01/2024
FUESCYL Fundación Universidades;1;387;2;3666;0;18/01/2024
Deporte en Castilla y León;1;700;0;1968;0;18/01/2024
Empresas JCYL - ICE;1;0;0;916;0;18/01/2024
ECLAP Escuela de Administración Pública;1;455;2;4081;0;19/01/2024
Marca Territorio;1;324;2;4104;2;19/01/2024
Castilla y León Exterior;1;65;0;1022;0;19/01/2024
Empleo en Castilla y León;1;3526;15;14363;13;19/01/2024
ITACYL Instituto Técnico Agrario;1;1415;2;2866;2;19/01/2024
Instituto de la Juventud de Castilla y León;1;1895;3;18023;5;20/01/2024
Museos de Castilla y León;1;871;2;9127;0;20/01/2024
Centro de Emergencias Castilla y León 112;1;2031;15;22926;46;20/01/2024
Archivos de Castilla y León;1;770;1;6939;1;20/01/2024
CREFES Formación y Estudios Sociales;1;45;0;3564;0;20/01/2024
ECLAP Escuela de Administración Pública;1;456;1;4084;3;20/01/2024
Marca Territorio;1;326;2;4107;3;20/01/2024
Castilla y León Digital;1;2049;3;3456;2;20/01/2024
Empleo en Castilla y León;1;3529;3;14364;1;20/01/2024
Familia;1;462;1;2134;1;20/01/2024
Deporte en Castilla y León;1;704;0;1993;9;20/01/2024
Instituto de la Juventud de Castilla y León;1;1897;2;18026;3;21/01/2024
Museos de Castilla y León;1;873;2;9129;2;21/01/2024
Centro de Emergencias Castilla y León 112;1;2045;14;22964;38;21/01/2024
Tierra de Sabor;1;4189;2;64664;4;21/01/2024
ECLAP Escuela de Administración Pública;1;457;1;4085;1;21/01/2024
Familia;1;462;0;2137;3;21/01/2024
Salud+JCYL;1;937;5;50370;6;22/01/2024
CREFES Formación y Estudios Sociales;1;45;0;3564;0;22/01/2024
ECLAP Escuela de Administración Pública;1;458;1;4085;0;22/01/2024
